unitid,name,Web_address,city,state,control,Institutional Classification,Student Access and Earnings Classification,Research Activity Designation,Award Level Focus,Academic Mix,Graduate Academic Program Mix,Size,Campus Setting,Highest Degree Awarded,Community Engagement,Leadership for Public Purpose,best_guess_inventory_url,best_guess_inventory_reason,url_tag,alt_candidate_urls,any_control_found,struct_hits_union,>0_struct_hits_found,program_title_count,program_titles_found,pdf_hits,total_controls_found,controls_sufficiency,status,error_detail,college_vine_site,college_vine_url,college_vine_ctrl_status,college_vine_program_title_count,college_vine_program_titles_found,afri_matches,ethnic_matches,black_matches,race_matches,anthropology,math,linguistics,chem,architect,economics,psychology,sociology,history,english,political_science,philosophy,computer_science,engineering,physics,geology,statistics,neuroscience
182829,University of New Hampshire-Franklin Pierce School of Law,law.unh.edu/,Concord,New Hampshire,Public,Special Focus: Law,Not Classified,"Not classified, not in classification universe",Graduate-focused,Special Focus: Law,Special Focus: Law,Small,Graduate-focused,Doctorate,Not Classified,Not Classified,https://law.unh.edu/programs/,score=438;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=3;ctrlStructured=2;canonicalHub=1;flags=,exceptions_seen,https://law.unh.edu/programs|https://law.unh.edu/academics/hybrid-jd|https://law.unh.edu/academics/journals/idea|https://law.unh.edu/academics/journals/university-new-hampshire-law-review|https://law.unh.edu/academics/journals/idea/case-law-citing-idea,1,bachelor|degrees|majors|programs,1,0,,,5,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/university-of-new-hampshire-franklin-pierce-school-of-law/majors,cv_unresolved,0,,,ethnicity,Black,race,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
183044,University of New Hampshire-Main Campus,www.unh.edu/,Durham,New Hampshire,Public,Mixed Undergraduate/Graduate-Master's Large/Medium,"Lower Access, Medium Earnings",Research 1: Very High Research Spending and Doctorate Production,Undergraduate/Graduate-Master's,Mixed,Professions-focused,Medium,Highly residential,Doctorate,Classified,Not Classified,https://www.unh.edu/programs/,score=420;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=2;ctrlStructured=0;canonicalHub=1;flags=,403_forbidden_seen,https://www.unh.edu/programs|https://www.unh.edu/programs-of-study?location=Durham%252C%20NH%252C%20Online%2COnline|https://www.unh.edu/programs-of-study|https://www.unh.edu/programs-of-study?location=Online|https://www.unh.edu/programs-of-study?level=Undergraduate,0,degrees|programs,1,0,,,0,warning_10_MajorsFound,ok,,1,https://www.collegevine.com/schools/hub/all/d/university-of-new-hampshire-main-campus/majors,passed_ctrl_thresh,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129941,University of New Haven,www.newhaven.edu/,West Haven,Connecticut,Private not-for-profit,Professions-focused Undergraduate/Graduate-Master's Large/Medium,"Higher Access, Medium Earnings",Research Colleges and Universities,Undergraduate/Graduate-Master's,Professions-focused,Professions-focused,Medium,Highly residential,Master's,Not Classified,Not Classified,https://www.newhaven.edu/programs,score=514;tier=inventory;hubSig=0;listingLinks=3;slugDiv=1;structHits=7;ctrlStructured=11;canonicalHub=1;flags=,exceptions_seen,https://www.newhaven.edu/academics/programs|https://www.newhaven.edu/programs/|https://www.newhaven.edu/academics/programs/|https://www.newhaven.edu/academics/programs/undergraduate.php|https://www.newhaven.edu/academics/programs/minors.php,1,BA|BS|bachelor|degrees|majors|minors|programs,1,3,Race and Ethnic Studies Minor|Race and Ethnic Studies Minor in Academic Catalog|View Race and Ethnic Studies Minor in Academic Catalog,,14,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/university-of-new-haven/majors,failed_ctrl_thresh,0,,,Ethnic|ethnic|ethnicity,,Race|race|racial,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
187958,University of New Mexico-Gallup Campus,www.gallup.unm.edu/,Gallup,New Mexico,Public,Mixed Associate Small,"Lower Access, Higher Earnings","Not classified, not in classification universe",Associate,Mixed,N/A,Small,Online and on-campus learning,Associate,Not Classified,Not Classified,https://www.gallup.unm.edu/catalog/,score=220;tier=catalog;hubSig=0;listingLinks=2;slugDiv=1;structHits=2;ctrlStructured=0;canonicalHub=0;flags=yearHit,403_forbidden_seen,https://www.gallup.unm.edu/academics/catalog.php|https://www.gallup.unm.edu/catalog|https://www.gallup.unm.edu/academics/catalog.html|https://www.gallup.unm.edu/assets/pdf/academic-catalog-unmg-2024-2025.pdf|https://www.gallup.unm.edu/degrees-certificates/index.html,0,BA|BS|bachelor|degrees|majors|programs,1,0,,,0,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/university-of-new-mexico-gallup-campus/majors,cv_unresolved,0,,,,,Race,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187976,University of New Mexico-Los Alamos Campus,losalamos.unm.edu/,Los Alamos,New Mexico,Public,Mixed Associate Small,"Opportunity Colleges and Universities-Higher Access, Higher Earnings","Not classified, not in classification universe",Associate,Mixed,N/A,Small,Primarily online,Associate,Not Classified,Not Classified,https://losalamos.unm.edu/students/index.html,score=167;tier=other;hubSig=1;listingLinks=9;slugDiv=9;structHits=3;ctrlStructured=3;canonicalHub=0;flags=,exceptions_seen,https://losalamos.unm.edu/academics/index.html|https://losalamos.unm.edu/campus-life/index.html|http://losalamos.unm.edu/academics/index.html|https://losalamos.unm.edu/catalog/|https://losalamos.unm.edu/catalog/index.html,1,bachelor|degrees|programs,1,0,,,3,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/university-of-new-mexico-los-alamos-campus/majors,cv_unresolved,0,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
188225,University of New Mexico-Taos Campus,taos.unm.edu/,Ranchos de Taos,New Mexico,Public,Mixed Associate Small,"Lower Access, Higher Earnings","Not classified, not in classification universe",Associate,Mixed,N/A,Small,Online and on-campus learning,Associate,Not Classified,Not Classified,https://taos.unm.edu/academic-programs/,score=420;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=2;ctrlStructured=0;canonicalHub=1;flags=,exceptions_seen,https://taos.unm.edu/academic-programs/safety-and-security|https://taos.unm.edu/academic-programs/degrees-and-certificates/|https://taos.unm.edu/academic-programs/academic-calendar/|https://taos.unm.edu/academic-programs/academic-catalog/|https://taos.unm.edu/academic-programs/departments/,0,degrees|majors|minors|programs,1,0,,,0,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/university-of-new-mexico-taos-campus/majors,cv_unresolved,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188049,University of New Mexico-Valencia County Campus,valencia.unm.edu/,Los Lunas,New Mexico,Public,Mixed Associate Small,"Lower Access, Higher Earnings","Not classified, not in classification universe",Associate,Mixed,N/A,Small,Online and on-campus learning,Associate,Not Classified,Not Classified,https://valencia.unm.edu/departments.html,score=292;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=4;ctrlStructured=3;canonicalHub=0;flags=,exceptions_seen,http://valencia.unm.edu/departments.html|https://valencia.unm.edu/academics/catalog/2025-2026/degrees-certificates/computational-mathematics.html|http://valencia.unm.edu/academics/catalog/2025-2026/index.html|https://valencia.unm.edu/academics/catalog/index.html|http://valencia.unm.edu/academics/catalog/index.html,1,bachelor|degrees|majors|programs,1,0,,,3,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/university-of-new-mexico-valencia-county-campus/majors,cv_unresolved,0,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
159939,University of New Orleans,new.uno.edu/,New Orleans,Louisiana,Public,Mixed Undergraduate/Graduate-Doctorate Medium,"Higher Access, Medium Earnings",Research 2: High Research Spending and Doctorate Production,Undergraduate/Graduate-Doctorate,Mixed,Professions-focused,Medium,Residential,Doctorate,Not Classified,Not Classified,,,,,0,,0,0,,,0,,no_candidates,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101879,University of North Alabama,www.una.edu/,Florence,Alabama,Public,Professions-focused Undergraduate/Graduate-Master's Large/Medium,"Opportunity Colleges and Universities-Higher Access, Higher Earnings","Not classified, not in classification universe",Undergraduate/Graduate-Master's,Professions-focused,Professions-focused,Medium,Primarily residential,Master's,Not Classified,Not Classified,https://www.una.edu/majors/,score=444;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=4;ctrlStructured=1;canonicalHub=1;flags=,exceptions_seen,https://www.una.edu/academics/majors-minors/|https://www.una.edu/academics/majors-minors|https://www.una.edu/academics/majors/|https://www.una.edu/majors|https://www.una.edu/academics/majors,1,degrees|majors|minors|programs,1,0,,,1,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/university-of-north-alabama/majors,cv_unresolved,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
199281,University of North Carolina at Pembroke,www.uncp.edu/,Pembroke,North Carolina,Public,Mixed Undergraduate/Graduate-Master's Large/Medium,"Lower Access, Medium Earnings","Not classified, not in classification universe",Undergraduate/Graduate-Master's,Mixed,Special Focus: Business,Medium,Residential,Master's,Classified,Not Classified,https://www.uncp.edu/academics/colleges-and-schools/college-of-arts-and-sciences/,score=138;tier=other;hubSig=0;listingLinks=0;slugDiv=0;structHits=5;ctrlStructured=12;canonicalHub=0;flags=,exceptions_seen,https://www.uncp.edu/academics/colleges-and-schools/college-of-arts-and-sciences/index.html|https://www.uncp.edu/academics/all-majors-and-minors/nursing-rn-to-bsn.html|https://www.uncp.edu/academics/colleges-and-schools/school-of-education/index.html|https://www.uncp.edu/academics/accreditation.html|https://www.uncp.edu/academics/colleges-and-schools/thomas-college-of-business-and-economics/index.html,1,BS|bachelor|degrees|majors|minors|programs,1,1,Kelly Blackmon-Moran,,14,sufficient majors,ok,,0,https://www.collegevine.com/schools/hub/all/d/university-of-north-carolina-at-pembroke/majors,cv_unresolved,0,,,,Blackmon-Moran|blackmon,,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
