unitid,name,Web_address,city,state,control,Institutional Classification,Student Access and Earnings Classification,Research Activity Designation,Award Level Focus,Academic Mix,Graduate Academic Program Mix,Size,Campus Setting,Highest Degree Awarded,Community Engagement,Leadership for Public Purpose,best_guess_inventory_url,best_guess_inventory_reason,url_tag,alt_candidate_urls,any_control_found,struct_hits_union,>0_struct_hits_found,program_title_count,program_titles_found,pdf_hits,total_controls_found,controls_sufficiency,status,error_detail,college_vine_site,college_vine_url,college_vine_ctrl_status,college_vine_program_title_count,college_vine_program_titles_found,afri_matches,ethnic_matches,black_matches,race_matches,anthropology,math,linguistics,chem,architect,economics,psychology,sociology,history,english,political_science,philosophy,computer_science,engineering,physics,geology,statistics,neuroscience
224891,Frank Phillips College,www.fpctx.edu/,Borger,Texas,Public,Mixed Associate Small,"Higher Access, Medium Earnings","Not classified, not in classification universe",Associate,Mixed,N/A,Small,Residential,Associate,Not Classified,Not Classified,https://www.fpctx.edu/rahll-campus/,score=70;tier=other;hubSig=0;listingLinks=0;slugDiv=0;structHits=3;ctrlStructured=0;canonicalHub=0;flags=,exceptions_seen,https://www.fpctx.edu/|https://www.fpctx.edu/,0,bachelor|degrees|programs,1,0,,,0,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/frank-phillips-college/majors,cv_unresolved,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150604,Franklin College,www.franklincollege.edu/,Franklin,Indiana,Private not-for-profit,Mixed Baccalaureate,"Higher Access, Medium Earnings","Not classified, not in classification universe",Baccalaureate,Mixed,Special Focus: Other Health Professions,Small,Highly residential,Bachelor's,Not Classified,Not Classified,https://www.franklincollege.edu/majors/,score=510;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=5;ctrlStructured=15;canonicalHub=1;flags=,exceptions_seen,https://www.franklincollege.edu/majors|https://www.franklincollege.edu/academics/programs/|https://www.franklincollege.edu/programs/|https://www.franklincollege.edu/programs|https://www.franklincollege.edu/academics/programs,1,bachelor|degrees|majors|minors|programs,1,1,Black Student Union (BSU),,15,sufficient majors,ok,,0,https://www.collegevine.com/schools/hub/all/d/franklin-college/majors,cv_unresolved,0,,,,Black,race,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
182795,Franklin Pierce University,www.franklinpierce.edu/,Rindge,New Hampshire,Private not-for-profit,Professions-focused Undergraduate/Graduate-Doctorate Small,"Higher Access, Medium Earnings","Not classified, not in classification universe",Undergraduate/Graduate-Doctorate,Professions-focused,Special Focus: Other Health Professions,Small,Residential,Doctorate,Not Classified,Not Classified,https://www.franklinpierce.edu/academics/programs/,score=1002;tier=inventory;hubSig=6;listingLinks=49;slugDiv=37;structHits=6;ctrlStructured=8;canonicalHub=1;flags=,exceptions_seen,https://www.franklinpierce.edu/academics/programs|https://www.franklinpierce.edu/academics/undergraduate-studies/|https://www.franklinpierce.edu/academics/programs/Criminal-Justice-FAQs.html|https://www.franklinpierce.edu/academics/programs/criminal-justice.html|https://www.franklinpierce.edu/academics/programs/business.html,1,BA|BS|bachelor|degrees|majors|minors|programs,1,0,,,10,sufficient majors,ok,,0,https://www.collegevine.com/schools/hub/all/d/franklin-pierce-university/majors,cv_unresolved,0,,,Ethnic|Ethnicity,,Race|racial,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
202806,Franklin University,www.franklin.edu/,Columbus,Ohio,Private not-for-profit,Special Focus: Business,"Opportunity Colleges and Universities-Higher Access, Higher Earnings","Not classified, not in classification universe",Undergraduate/Graduate-Doctorate,Special Focus: Business,Special Focus: Business,Medium,Primarily online,Doctorate,Not Classified,Not Classified,https://www.franklin.edu/degrees/bachelors/analytics/applied-data-science,score=159;tier=other;hubSig=0;listingLinks=0;slugDiv=0;structHits=6;ctrlStructured=6;canonicalHub=0;flags=,exceptions_seen,https://www.franklin.edu/degrees/bachelors/computer-science|https://www.franklin.edu/degrees/bachelors/business-administration|https://www.franklin.edu/degrees/bachelors/cloud-computing|https://www.franklin.edu/degrees/bachelors/analytics/healthcare-analytics|https://www.franklin.edu/degrees/bachelors/analytics/business-analytics,1,BS|bachelor|degrees|majors|minors|programs,1,0,,,6,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/franklin-university/majors,cv_unresolved,0,,Africa,,,,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0
441982,Franklin W Olin College of Engineering,www.olin.edu/,Needham,Massachusetts,Private not-for-profit,"Special Focus: Technology, Engineering, and Sciences","Lower Access, Higher Earnings","Not classified, not in classification universe",Baccalaureate,"Special Focus: Technology, Engineering, and Sciences",N/A,Very Small,Highly residential,Bachelor's,Not Classified,Not Classified,https://www.olin.edu/academics/majors-concentrations,score=278;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=3;ctrlStructured=2;canonicalHub=0;flags=,exceptions_seen,https://www.olin.edu/academics-majors-concentrations/bioengineering|https://www.olin.edu/academic-year/2025-2026?page=0|https://www.olin.edu/academic-year/2025-2026|https://www.olin.edu/academics-capstone-programs-scope/faculty-advisors-subject-matter-experts|https://www.olin.edu/give-olin/areas-support,1,BS|degrees|majors|programs,1,0,,,8,warning_10_MajorsFound,ok,,1,https://www.collegevine.com/schools/hub/all/d/franklin-w-olin-college-of-engineering/majors,failed_ctrl_thresh,0,,,,,,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1
162557,Frederick Community College,www.frederick.edu/,Frederick,Maryland,Public,Professions-focused Associate Large/Medium,"Higher Access, Lower Earnings","Not classified, not in classification universe",Associate,Professions-focused,N/A,Medium,"Mostly part-time, not residential",Associate,Not Classified,Not Classified,https://www.frederick.edu/programs/,score=482;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=3;ctrlStructured=13;canonicalHub=1;flags=,4xx_seen,https://www.frederick.edu/programs|https://www.frederick.edu/programs-tlss.aspx/|https://www.frederick.edu/programs-tlss.aspx|https://www.frederick.edu/programs-tlss/combined-listing.aspx/?CredentialType=Degree|https://www.frederick.edu/programs-tlss/technology-trades-engineering-and-math.aspx,1,bachelor|degrees|majors|programs,1,0,,,14,sufficient majors,ok,,0,https://www.collegevine.com/schools/hub/all/d/frederick-community-college/majors,cv_unresolved,0,,,ethnicity,Blackboard,race,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
220215,Freed-Hardeman University,www.fhu.edu/,Henderson,Tennessee,Private not-for-profit,Professions-focused Undergraduate/Graduate-Master's Small,"Lower Access, Medium Earnings","Not classified, not in classification universe",Undergraduate/Graduate-Master's,Professions-focused,Professions-focused,Small,Highly residential,Master's,Not Classified,Not Classified,https://www.fhu.edu/academics/majors,score=472;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=4;ctrlStructured=8;canonicalHub=1;flags=,exceptions_seen,https://www.fhu.edu/academics/majors-minors|https://www.fhu.edu/academics/majors/|https://www.fhu.edu/academics/majors-minors/|https://www.fhu.edu/majors-minors|https://www.fhu.edu/programs/,1,BA|majors|minors|programs,1,0,,,8,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/freed-hardeman-university/majors,cv_unresolved,0,,,,,,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0
372073,Fremont University,www.fremont.edu/,Cerritos,California,Private for-profit,Special Focus: Other Health Professions,"Higher Access, Lower Earnings","Not classified, not in classification universe",Associate/Baccalaureate,Special Focus: Other Health Professions,Special Focus: Business,Very Small,Online and on-campus learning,Bachelor's,Not Classified,Not Classified,https://www.fremont.edu/academics/programs/,score=434;tier=inventory;hubSig=0;listingLinks=4;slugDiv=4;structHits=3;ctrlStructured=1;canonicalHub=1;flags=,exceptions_seen,https://www.fremont.edu/academics/programs|https://www.fremont.edu/programs/|https://www.fremont.edu/programs|https://www.fremont.edu/programs/college-of-healthcare/|https://www.fremont.edu/college-catalog/2526,1,bachelor|degrees|majors|programs,1,0,,,2,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/fremont-university/majors,cv_unresolved,0,,African,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
114789,Fresno City College,www.fresnocitycollege.edu/,Fresno,California,Public,Professions-focused Associate Large/Medium,"Lower Access, Medium Earnings","Not classified, not in classification universe",Associate,Professions-focused,N/A,Large,"Mostly part-time, not residential",Associate,Not Classified,Not Classified,https://www.fresnocitycollege.edu/majors/,score=850;tier=inventory;hubSig=4;listingLinks=33;slugDiv=11;structHits=5;ctrlStructured=15;canonicalHub=1;flags=,exceptions_seen,https://www.fresnocitycollege.edu/majors|https://www.fresnocitycollege.edu/student-services/programs/index.html|https://www.fresnocitycollege.edu/student-services/programs/juvenile-justice-program.html|https://www.fresnocitycollege.edu/student-services/programs/rising-scholars.html|https://www.fresnocitycollege.edu/academics/majors.html,1,BS|bachelor|degrees|majors|programs,1,2,African American Studies|African-American Studies Associateof Arts (F.7640.AA),,15,sufficient majors,ok,,0,https://www.collegevine.com/schools/hub/all/d/fresno-city-college/majors,cv_unresolved,0,,African,,Black,,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
114813,Fresno Pacific University,www.fresno.edu/,Fresno,California,Private not-for-profit,Professions-focused Undergraduate/Graduate-Master's Large/Medium,"Higher Access, Medium Earnings","Not classified, not in classification universe",Undergraduate/Graduate-Master's,Professions-focused,Professions-focused,Medium,Primarily non-residential,Master's,Not Classified,Not Classified,https://www.fresno.edu/departments,score=853;tier=inventory;hubSig=5;listingLinks=47;slugDiv=39;structHits=2;ctrlStructured=2;canonicalHub=1;flags=,exceptions_seen,https://www.fresno.edu/majors/|https://www.fresno.edu/majors|https://www.fresno.edu/programs|https://www.fresno.edu/programs/|https://www.fresno.edu/undergraduate/programs,1,BA|BS|degrees|majors|minors|programs,1,0,,,8,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/alaska-pacific-university/majors,cv_unresolved,0,,,ethnicity,Black|black,race,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
