unitid,name,2013_program_name,Web_address,city,state,control,Institutional Classification,Student Access and Earnings Classification,Research Activity Designation,Award Level Focus,Academic Mix,Graduate Academic Program Mix,Size,Campus Setting,Highest Degree Awarded,Community Engagement,Leadership for Public Purpose,best_guess_inventory_url,best_guess_inventory_reason,url_tag,alt_candidate_urls,any_control_found,struct_hits_union,>0_struct_hits_found,program_title_count,program_titles_found,pdf_hits,total_controls_found,controls_sufficiency,status,error_detail,college_vine_site,college_vine_url,college_vine_ctrl_status,college_vine_program_title_count,college_vine_program_titles_found,afri_matches,ethnic_matches,black_matches,race_matches,anthropology,math,linguistics,chem,architect,economics,psychology,sociology,history,english,political_science,philosophy,computer_science,engineering,physics,geology,statistics,neuroscience
110608,California State University-Northridge,Pan African Studies Department,www.csun.edu/,Northridge,California,Public,Mixed Undergraduate/Graduate-Master's Large/Medium,"Higher Access, Medium Earnings",Research Colleges and Universities,Undergraduate/Graduate-Master's,Mixed,Professions-focused,Very Large,Primarily non-residential,Doctorate,Classified,Not Classified,https://www.csun.edu/academics/majors-and-programs?search=&program=Certificate%20-%20Graduate%3BDoctoral%20Degree%3BMaster%27s%20Degree,score=274;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=3;ctrlStructured=1;canonicalHub=0;flags=,exceptions_seen,https://www.csun.edu/academics/majors-and-programs?search=&program=Major%3BMinor%3BCertificate%20-%20Undergraduate|https://www.csun.edu/academics/majors-and-programs|https://www.csun.edu/catalog|https://catalog.csun.edu/|https://www.csun.edu/current-students,1,bachelor|degrees|majors|minors|programs,1,2,"Africa, Interdisciplinary Studies|Africana Studies",,15,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/california-state-university-northridge/majors,passed_ctrl_thresh,2,"African-American/Black Studies|Ethnic, Cultural Minority, and Gender Studies, Other",Africa|Africana,,,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
110617,California State University-Sacramento,Pan African Studies Program,www.csus.edu/,Sacramento,California,Public,Mixed Undergraduate/Graduate-Master's Large/Medium,"Opportunity Colleges and Universities-Higher Access, Higher Earnings",Research 2: High Research Spending and Doctorate Production,Undergraduate/Graduate-Master's,Mixed,Professions-focused,Large,Residential,Doctorate,Classified,Not Classified,https://catalog.csus.edu/,score=178;tier=homepage;hubSig=0;listingLinks=0;slugDiv=0;structHits=7;ctrlStructured=17;canonicalHub=0;flags=yearHit,exceptions_seen,https://www.csus.edu/college/index.html|https://www.csus.edu/undergraduate-studies/index.html|https://www.csus.edu/|https://www.csus.edu|https://www.csus.edu/,1,BA|BS|bachelor|degrees|majors|minors|programs,1,30,"About Ethnic Studies|African American Studies|African American Studies Research Guide|African Studies|BA in Ethnic Studies (Asian American Studies)|BA in Ethnic Studies (Chicanx/​Latinx Studies)|BA in Ethnic Studies (General)|BA in Ethnic Studies (Native-​American Studies)|BA in Ethnic Studies (Pan African Studies)|BA in Ethnic Studies (Teachers in Bilingual Education)|BA in Ethnic Studies (Teachers in Urban Settings)|Certificate in African Studies|Certificate in Pan African Studies|Connect with Ethnic Studies|Ethnic Studies|Ethnic Studies (ETHN)|Ethnic Studies 4-Year Plan|Ethnic Studies College of Social Sciences & Interdisciplinary Studies|Ethnic Studies Database|Ethnic Studies Programs|Ethnic Studies Transfer Plan|General Ethnic Studies|MA in Education, Equity and Social Justice (Ethnicity and Race)|MA in Ethnic Studies|Master of Arts in Ethnic Studies|Minor in African Studies|Minor in Ethnic Studies|Minor in Pan African Studies|Pan African Studies|Upcoming Ethnic Studies Events",,17,sufficient majors,ok,,0,https://www.collegevine.com/schools/hub/all/d/california-state-university-sacramento/majors,cv_unresolved,0,,African|Pan African,Ethnic|Ethnicity|ethnic|ethnic-studies|ethnicity,Black|Black-Serving,Race|race|racial,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
366711,California State University-San Marcos,Ethnic Studies Program,www.csusm.edu/,San Marcos,California,Public,Mixed Undergraduate/Graduate-Master's Large/Medium,"Higher Access, Medium Earnings",Research Colleges and Universities,Undergraduate/Graduate-Master's,Mixed,Professions-focused,Medium,Residential,Master's,Classified,Not Classified,https://www.csusm.edu/academic_programs/catalogcurricula/curriculum_forms.html,score=200;tier=catalog;hubSig=0;listingLinks=0;slugDiv=0;structHits=7;ctrlStructured=0;canonicalHub=0;flags=,exceptions_seen,https://www.csusm.edu/academic_programs/catalogcurricula/2024-25_curriculum_blp.html|https://www.csusm.edu/academic_programs/catalogcurricula/2025-26_curriculum_blp.html|https://www.csusm.edu/academic_programs/catalogcurricula/masterplan.html|https://www.csusm.edu/academic_programs/catalogcurricula/masterplans/01_amp_9394.doc|https://www.csusm.edu/academic_programs/catalogcurricula/documents/curricular_forms_tab/a-form_tips_5-2-18.doc,1,BA|BS|bachelor|degrees|majors|minors|programs,1,0,,,7,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/california-state-university-san-marcos/majors,cv_unresolved,0,,,Ethnic,,,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0
110495,California State University-Stanislaus,Ethnic and Gender Studies Department,www.csustan.edu/,Turlock,California,Public,Mixed Undergraduate/Graduate-Master's Large/Medium,"Opportunity Colleges and Universities-Higher Access, Higher Earnings","Not classified, not in classification universe",Undergraduate/Graduate-Master's,Mixed,Professions-focused,Medium,Primarily non-residential,Master's,Classified,Not Classified,https://www.csustan.edu/academic-programs,score=434;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=3;ctrlStructured=1;canonicalHub=1;flags=,exceptions_seen,https://www.csustan.edu/majors-programs|https://www.csustan.edu/cahss/departments-and-programs|https://www.csustan.edu/cos/departments-programs|https://www.csustan.edu/cba/departments-programs/accounting-finance|https://www.csustan.edu/cba/departments-programs,1,BA|BS|bachelor|degrees|majors|minors|programs,1,4,"Ethnic Studies|Ethnic Studies is offered as a major, minor, and concentration.|Meet the Ethnic Studies faculty|Students will examine the field of Ethnic Studies, including awareness of principles, concepts, theories, pedagogies, and/or methods.",,13,sufficient majors,ok,,0,https://www.collegevine.com/schools/hub/all/d/california-state-university-stanislaus/majors,cv_unresolved,0,,African,Ethnic|Ethnicity|ethnic,Black,racial,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0
169080,Calvin University,African and African Diaspora Studies Program,www.calvin.edu/,Grand Rapids,Michigan,Private not-for-profit,Mixed Baccalaureate,"Lower Access, Medium Earnings",Research Colleges and Universities,Baccalaureate,Mixed,Professions-focused,Small,Highly residential,Master's,Classified,Not Classified,https://www.calvin.edu/majors-programs?level_of_study%5B0%5D=461&page=1,score=581;tier=inventory;hubSig=3;listingLinks=17;slugDiv=17;structHits=7;ctrlStructured=4;canonicalHub=0;flags=,exceptions_seen,https://www.calvin.edu/majors-programs?level_of_study%5B1%5D=461&page=1|https://www.calvin.edu/majors-programs?page=1|https://www.calvin.edu/majors-programs?page=2|https://www.calvin.edu/majors-programs?level_of_study%5B0%5D=461|https://www.calvin.edu/majors-programs?level_of_study%5B1%5D=461,1,BA|BS|bachelor|degrees|majors|minors|programs,1,1,Africana Studies Minor,,5,warning_10_MajorsFound,ok,,1,https://www.collegevine.com/schools/hub/all/d/calvin-university/majors,passed_ctrl_thresh,0,,Africana,,,,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
173258,Carleton College,African/African American Studies Program,www.carleton.edu/,Northfield,Minnesota,Private not-for-profit,Special Focus: Arts and Sciences,"Lower Access, Higher Earnings",Research Colleges and Universities,Baccalaureate,Special Focus: Arts and Sciences,N/A,Small,Highly residential,Bachelor's,Not Classified,Not Classified,https://www.carleton.edu/catalog,score=734;tier=catalog;hubSig=6;listingLinks=53;slugDiv=53;structHits=3;ctrlStructured=16;canonicalHub=0;flags=,exceptions_seen,https://www.carleton.edu/catalogue/|https://www.carleton.edu/catalogue|https://www.carleton.edu/catalog/|https://www.carleton.edu/admissions/explore/majors/?programType=africana-studies|https://www.carleton.edu/admissions/explore/majors/,1,majors|minors|programs,1,8,About Africana Studies|Africana Studies|Africana Studies Minor|Africana Studies major minor|Prerequisites: Open to students who have declared either Africana Studies Major or Africana Studies Minor.|Prerequisites: Student has the Africana Studies (AFST) Program of Study AND Senior Priority.|Requirements for the Africana Studies Major|Requirements for the Africana Studies Minor,,17,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/carleton-college/majors,passed_ctrl_thresh,1,"Ethnic, Cultural Minority, and Gender Studies, Other",Africa|African|Africana,Ethnic|Ethnicity|ethnic|ethnicity,Black|BlackLivesMatter|Blackface|Blackness|Blacks|black|black-box|blacklist|blackness,Race|Racial|race|racial,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
201645,Case Western Reserve University,Ethnic Studies Program,www.case.edu/,Cleveland,Ohio,Private not-for-profit,Mixed Undergraduate/Graduate-Doctorate Medium,"Lower Access, Higher Earnings",Research 1: Very High Research Spending and Doctorate Production,Undergraduate/Graduate-Doctorate,Mixed,Professions-focused,Medium,Highly residential,Doctorate,Not Classified,Not Classified,https://www.case.edu/programs/,score=486;tier=inventory;hubSig=0;listingLinks=4;slugDiv=3;structHits=7;ctrlStructured=4;canonicalHub=1;flags=,exceptions_seen,https://www.case.edu/programs|https://www.case.edu/bulletin|https://www.case.edu/bulletin/|https://www.case.edu/campus-life/health-and-safety/|https://bulletin.case.edu/,1,BA|BS|bachelor|degrees|majors|minors|programs,1,0,,,4,warning_10_MajorsFound,ok,,1,https://www.collegevine.com/schools/hub/all/d/case-western-reserve-university/majors,passed_ctrl_thresh,0,,African|Africana,Ethnic|ethnic,,race,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
128771,Central Connecticut State University,African American Studies Program,www.ccsu.edu/,New Britain,Connecticut,Public,Professions-focused Undergraduate/Graduate-Master's Large/Medium,"Higher Access, Medium Earnings","Not classified, not in classification universe",Undergraduate/Graduate-Master's,Professions-focused,Professions-focused,Medium,Residential,Doctorate,Classified,Not Classified,https://www.ccsu.edu/programs,score=1044;tier=inventory;hubSig=6;listingLinks=268;slugDiv=268;structHits=7;ctrlStructured=16;canonicalHub=1;flags=,exceptions_seen,https://www.ccsu.edu/academics/departments|https://www.ccsu.edu/teched/academic-programs|https://www.ccsu.edu/academics/program-documents|https://www.ccsu.edu/programs/climate-change-studies-ba|https://www.ccsu.edu/programs/anthropology-ba,1,BA|BS|bachelor|degrees|majors|minors|programs,1,6,"African Studies|African Studies, Minor|African-American Studies|African-American Studies, Minor|Concentration in African Studies|Racial Justice Certificate",,16,sufficient majors,ok,,0,https://www.collegevine.com/schools/hub/all/d/central-connecticut-state-university/majors,cv_unresolved,0,,Africa|African|african,,Black|Blackboard|black,Racial|race,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
234827,Central Washington University,Africana and Black Studies Program,www.cwu.edu/,Ellensburg,Washington,Public,Professions-focused Undergraduate/Graduate-Master's Large/Medium,"Opportunity Colleges and Universities-Higher Access, Higher Earnings",Research Colleges and Universities,Undergraduate/Graduate-Master's,Professions-focused,Professions-focused,Medium,Residential,Master's,Not Classified,Not Classified,https://www.cwu.edu/programs/,score=486;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=3;ctrlStructured=14;canonicalHub=1;flags=,exceptions_seen,https://www.cwu.edu/programs|https://www.cwu.edu/about/offices/facilities/departments/mail-services.php|https://www.cwu.edu/academics/specialized-programs/study-abroad/programs/index.php|https://www.cwu.edu/academics/geology/academic-programs/index.php|https://www.cwu.edu/academics/computer-science/academic-programs/index.php,1,BA|BS|degrees|majors|minors|programs,1,0,,,14,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/central-washington-university/majors,passed_ctrl_thresh,0,,Africana,,Black,,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
156408,Centre College,African and African American Studies Program,www.centre.edu/,Danville,Kentucky,Private not-for-profit,Special Focus: Arts and Sciences,"Lower Access, Higher Earnings","Not classified, not in classification universe",Baccalaureate,Special Focus: Arts and Sciences,N/A,Small,Highly residential,Bachelor's,Not Classified,Not Classified,,,,,0,,0,0,,,0,,no_candidates,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217864,Citadel Military College of South Carolina,African American Studies Program,citadel.edu/,Charleston,South Carolina,Public,Professions-focused Undergraduate/Graduate-Master's Large/Medium,"Lower Access, Higher Earnings",Research Colleges and Universities,Undergraduate/Graduate-Master's,Professions-focused,Professions-focused,Medium,Highly residential,Master's,Classified,Not Classified,https://www.citadel.edu/root/majors-and-minors,score=397;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=7;ctrlStructured=13;canonicalHub=0;flags=,exceptions_seen,https://www.citadel.edu/mathsci/programs-of-study/bs-math-minorined/|https://www.citadel.edu/mathsci/programs-of-study/math_data_analytics/|https://www.citadel.edu/mathsci/programs-of-study/ba-math/|https://www.citadel.edu/mathsci/programs-of-study/bs_math/|https://www.citadel.edu/online-programs/programs/,1,BA|BS|bachelor|degrees|majors|minors|programs,1,1,Minor in African American Studies,,13,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/citadel-military-college-of-south-carolina/majors,failed_ctrl_thresh,0,,African|african,,,,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1
138947,Clark Atlanta University,"African American Studies, Africana Women’s Studies, and History Department",www.cau.edu/,Atlanta,Georgia,Private not-for-profit,Professions-focused Undergraduate/Graduate-Doctorate Medium,"Higher Access, Medium Earnings",Research 2: High Research Spending and Doctorate Production,Undergraduate/Graduate-Doctorate,Professions-focused,Professions-focused,Medium,Highly residential,Doctorate,Not Classified,Not Classified,https://www.cau.edu/academics/undergraduate-programs?page=1,score=145;tier=other;hubSig=0;listingLinks=0;slugDiv=0;structHits=5;ctrlStructured=5;canonicalHub=0;flags=,403_forbidden_seen,https://www.cau.edu/academics/undergraduate-programs?page=3|https://www.cau.edu/academics/schools-departments/school-arts-sciences/arts-sciences-undergraduate-programs/biological-sciences|https://www.cau.edu/academics/undergraduate-programs|https://www.cau.edu/academics/undergraduate-programs?page=0|https://www.cau.edu/academics/schools-departments/school-arts-sciences/arts-sciences-undergraduate-programs,1,BS|bachelor|degrees|majors|minors|programs,1,3,"African American Studies|African American Studies, Africana Women's Studies, and History|Africana Women's Studies",,13,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/clark-atlanta-university/majors,passed_ctrl_thresh,0,,African|Africana,,,,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
217882,Clemson University,Pan‐African Studies Program,www.clemson.edu/,Clemson,South Carolina,Public,Mixed Undergraduate/Graduate-Doctorate Large,"Lower Access, Higher Earnings",Research 1: Very High Research Spending and Doctorate Production,Undergraduate/Graduate-Doctorate,Mixed,Professions-focused,Large,Primarily residential,Doctorate,Classified,Not Classified,https://www.clemson.edu/education/programs/,score=662;tier=inventory;hubSig=4;listingLinks=36;slugDiv=12;structHits=7;ctrlStructured=3;canonicalHub=0;flags=,exceptions_seen,https://www.clemson.edu/education/about/departments/|https://www.clemson.edu/cbshs/departments/|https://www.clemson.edu/education/programs/programs/call-me-mister.html|https://www.clemson.edu/education/programs/programs/rural-ed.html|https://www.clemson.edu/education/programs/labs/clad.html,1,BA|BS|bachelor|degrees|majors|minors|programs,1,0,,,14,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/clemson-university/majors,passed_ctrl_thresh,1,African-American/Black Studies,Pan African,ethnic|ethnically|ethnicity,Black|Blackmon|Blackness|Blackston,race|racial,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1
202134,Cleveland State University,Black Studies Program,www.csuohio.edu/,Cleveland,Ohio,Public,Professions-focused Undergraduate/Graduate-Doctorate Medium,"Higher Access, Medium Earnings",Research 2: High Research Spending and Doctorate Production,Undergraduate/Graduate-Doctorate,Professions-focused,Professions-focused,Medium,Primarily non-residential,Doctorate,Classified,Not Classified,https://www.csuohio.edu/majors/,score=509;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=7;ctrlStructured=1;canonicalHub=1;flags=,exceptions_seen,https://www.csuohio.edu/majors|http://www.csuohio.edu/majors|https://www.csuohio.edu/majors?page=1|https://www.csuohio.edu/majors?page=2|http://www.csuohio.edu/majors?page=1,1,BA|BS|bachelor|degrees|majors|minors|programs,1,0,,,1,warning_10_MajorsFound,ok,,1,https://www.collegevine.com/schools/hub/all/d/cleveland-state-university/majors,passed_ctrl_thresh,1,African-American/Black Studies,,,Blackboard,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
153144,Coe College,African‐American Studies Department,www.coe.edu/,Cedar Rapids,Iowa,Private not-for-profit,Special Focus: Arts and Sciences,"Higher Access, Medium Earnings","Not classified, not in classification universe",Baccalaureate,Special Focus: Arts and Sciences,N/A,Small,Highly residential,Bachelor's,Not Classified,Not Classified,https://www.coe.edu/academics/majors-areas-study,score=340;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=4;ctrlStructured=15;canonicalHub=0;flags=,exceptions_seen,https://www.coe.edu/academics/majors-areas-study/business-administration-economics/business/aviation-management/direct-entry|https://www.coe.edu/academics/majors-areas-study/business-administration-economics/business/finance|https://www.coe.edu/academics/majors-areas-study/engineering-physics|https://www.coe.edu/academics/majors-areas-study/business-administration-economics/business|https://www.coe.edu/academics/majors-areas-study/business-administration-economics/business/aviation-management/question-answer,1,BA|bachelor|degrees|majors|minors|programs,1,2,African American Studies|Why African American Studies at Coe College?,,15,sufficient majors,ok,,0,https://www.collegevine.com/schools/hub/all/d/academy-college/majors,cv_unresolved,0,,African,,,,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
161086,Colby College,African American Studies Program,www.colby.edu/,Waterville,Maine,Private not-for-profit,Special Focus: Arts and Sciences,"Lower Access, Higher Earnings",Research Colleges and Universities,Baccalaureate,Special Focus: Arts and Sciences,N/A,Small,Highly residential,Bachelor's,Not Classified,Not Classified,,,,,0,,0,0,,,0,,no_candidates,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190099,Colgate University,Africana and Latin American Studies Program,www.colgate.edu/,Hamilton,New York,Private not-for-profit,Special Focus: Arts and Sciences,"Lower Access, Higher Earnings",Research Colleges and Universities,Baccalaureate,Special Focus: Arts and Sciences,Professions-focused,Small,Highly residential,Bachelor's,Not Classified,Not Classified,https://www.colgate.edu/majors/,score=494;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=3;ctrlStructured=16;canonicalHub=1;flags=,exceptions_seen,https://www.colgate.edu/academics/majors-minors/|https://www.colgate.edu/academics/majors-minors|https://www.colgate.edu/majors|https://www.colgate.edu/programs|https://www.colgate.edu/programs/,1,majors|minors|programs,1,6,Africana And Latin American Studies Program|Africana and Latin American Studies|Africana and Latin American Studies Major|Africana and Latin American Studies Minor|Africana and Latin American Studies Newsletter: The Point|Africana and Latin American Studies Program in the Division of University Studies Go to program,,16,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/colgate-university/majors,passed_ctrl_thresh,0,,Africa|African|Africana,ethnic|ethnicity,,race,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
190558,College of Staten Island CUNY,African American Studies Program,www.csi.cuny.edu/,Staten Island,New York,Public,Mixed Undergraduate/Graduate-Master's Large/Medium,"Higher Access, Lower Earnings",Research Colleges and Universities,Undergraduate/Graduate-Master's,Mixed,Professions-focused,Medium,Primarily non-residential,Doctorate,Not Classified,Not Classified,https://www.csi.cuny.edu/academics-and-research/departments-programs/interdisciplinary-programs,score=340;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=6;ctrlStructured=10;canonicalHub=0;flags=,exceptions_seen,https://www.csi.cuny.edu/academics-and-research/departments-programs/engineering-and-environmental-science/bs-engineering-science|https://www.csi.cuny.edu/academics-and-research/departments-programs/engineering-and-environmental-science/bs-electrical-engineering|https://www.csi.cuny.edu/academics-and-research/departments-programs|https://www.csi.cuny.edu/academics-and-research/departments-programs/sociology-and-anthropology|https://www.csi.cuny.edu/academics-and-research/departments-programs/chemistry,1,BA|BS|bachelor|degrees|majors|minors|programs,1,2,African and African Diaspora Studies|Bachelor of Arts in African and African Diaspora Studies,,14,sufficient majors,ok,,0,https://www.collegevine.com/schools/hub/all/d/college-of-staten-island-cuny/majors,cv_unresolved,0,,Africa|African,ethnic,,race|racial,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
126678,Colorado College,Race and Ethnic Studies Program,www.coloradocollege.edu/,Colorado Springs,Colorado,Private not-for-profit,Special Focus: Arts and Sciences,"Lower Access, Medium Earnings",Research Colleges and Universities,Baccalaureate,Special Focus: Arts and Sciences,Professions-focused,Small,Highly residential,Bachelor's,Not Classified,Not Classified,https://www.coloradocollege.edu/majors/,score=490;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=3;ctrlStructured=15;canonicalHub=1;flags=,403_forbidden_seen,https://www.coloradocollege.edu/majors|https://www.coloradocollege.edu/academics/dept/majors|https://www.coloradocollege.edu/academics/dept/majors/|https://www.coloradocollege.edu/catalog|https://www.coloradocollege.edu/catalog/,1,majors|minors|programs,1,3,"African Studies|African-American Studies|Race, Ethnicity, and Migration Studies",,15,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/colorado-college/majors,passed_ctrl_thresh,1,Ethnic Studies,Africa|African,Ethnicity,,Race|race,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1
126818,Colorado State University-Fort Collins,Ethnic Studies Department,colostate.edu/,Fort Collins,Colorado,Public,Mixed Undergraduate/Graduate-Doctorate Large,"Lower Access, Medium Earnings",Research 1: Very High Research Spending and Doctorate Production,Undergraduate/Graduate-Doctorate,Mixed,Professions-focused,Large,Primarily residential,Doctorate,Classified,Not Classified,https://catalog.colostate.edu/,score=134;tier=homepage;hubSig=0;listingLinks=0;slugDiv=0;structHits=3;ctrlStructured=16;canonicalHub=0;flags=,exceptions_seen,,1,degrees|minors|programs,1,6,"Ethnic Studies|Ethnic Studies (ETST)|Global Race, Power, & Resistance Concentration|Master of Arts in Ethnic Studies, Plan A|Master of Arts in Ethnic Studies, Plan B|Race, Gender, and Ethnic Studies",,16,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/colorado-state-university-fort-collins/majors,passed_ctrl_thresh,1,"Ethnic, Cultural Minority, and Gender Studies, Other",Africa|African,Ethnic|Ethnicity|ethnic|ethnicities|ethnicity,Black|Blacks,Race|Racial|race|racial,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
190150,Columbia University in the City of New York,African American Studies Department,www.columbia.edu/,New York,New York,Private not-for-profit,Mixed Undergraduate/Graduate-Doctorate Large,"Lower Access, Higher Earnings",Research 1: Very High Research Spending and Doctorate Production,Undergraduate/Graduate-Doctorate,Mixed,Professions-focused,Large,Highly residential,Doctorate,Not Classified,Not Classified,https://bulletin.columbia.edu/,score=-136;tier=homepage;hubSig=0;listingLinks=0;slugDiv=0;structHits=0;ctrlStructured=1;canonicalHub=0;flags=thin,403_forbidden_seen,,1,,0,0,,,1,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/columbia-university-in-the-city-of-new-york/majors,cv_unresolved,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
153162,Cornell College,Ethnic Studies Program,www.cornellcollege.edu/,Mount Vernon,Iowa,Private not-for-profit,Special Focus: Arts and Sciences,"Lower Access, Medium Earnings","Not classified, not in classification universe",Baccalaureate,Special Focus: Arts and Sciences,Special Focus: Arts and Sciences,Small,Highly residential,Bachelor's,Not Classified,Not Classified,https://catalog.cornellcollege.edu/,score=145;tier=homepage;hubSig=0;listingLinks=0;slugDiv=0;structHits=7;ctrlStructured=0;canonicalHub=0;flags=yearHit,exceptions_seen,https://www.cornellcollege.edu/academics/programs|https://www.cornellcollege.edu/academics/majors-minors/|https://www.cornellcollege.edu/academics/programs/|https://www.cornellcollege.edu/programs|https://www.cornellcollege.edu/programs/,0,BA|BS|bachelor|degrees|majors|minors|programs,1,0,,,0,warning_10_MajorsFound,ok,,1,https://www.collegevine.com/schools/hub/all/d/cornell-college/majors,passed_ctrl_thresh,1,"Ethnic, Cultural Minority, and Gender Studies, Other",,ethnicity,,race,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190415,Cornell University,Africana Studies Center,www.cornell.edu/,Ithaca,New York,Private not-for-profit,Mixed Undergraduate/Graduate-Doctorate Large,"Lower Access, Higher Earnings",Research 1: Very High Research Spending and Doctorate Production,Undergraduate/Graduate-Doctorate,Mixed,Professions-focused,Large,Highly residential,Doctorate,Classified,Not Classified,https://www.cornell.edu/academics/departments.cfm,score=324;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=2;ctrlStructured=16;canonicalHub=0;flags=,exceptions_seen,http://www.cornell.edu/academics/departments.cfm|https://catalog.cornell.edu/|https://www.cornell.edu/academics/fields.cfm|http://www.cornell.edu/academics/fields.cfm|https://www.cornell.edu/about/timeline/,1,BA|BS|bachelor|degrees|majors|minors|programs,1,7,Africana Studies|Africana Studies &​ Research Center (ASRC)|Africana Studies (BA)|Africana Studies (PhD)|Africana Studies Minor|Black studies program|first intercollegiate Greek-letter fraternity for Black men,,17,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/cornell-university/majors,passed_ctrl_thresh,1,African-American/Black Studies,African|Africana|Afro-American,,Black,race,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
181002,Creighton University,Black Studies Program,www.creighton.edu/,Omaha,Nebraska,Private not-for-profit,Professions-focused Undergraduate/Graduate-Doctorate Medium,"Lower Access, Higher Earnings",Research 2: High Research Spending and Doctorate Production,Undergraduate/Graduate-Doctorate,Professions-focused,Special Focus: Medical Schools and Centers,Medium,Highly residential,Doctorate,Not Classified,Classified,https://www.creighton.edu/programs/,score=905;tier=inventory;hubSig=5;listingLinks=27;slugDiv=27;structHits=6;ctrlStructured=5;canonicalHub=1;flags=,403_forbidden_seen,https://www.creighton.edu/programs|https://www.creighton.edu/academics/programs/mathematics|https://www.creighton.edu/academics/programs/biology-major-bachelor-science|https://www.creighton.edu/academics/programs/engineering-physics-dual-degree|https://www.creighton.edu/academics/programs/business-intelligence,1,BA|BS|bachelor|degrees|majors|minors|programs,1,12,African American and Black Diasporic Studies (Minor)|African American and Black Diasporic Studies (Minor) Minor|African Studies (Minor)|African Studies (Minor) Minor|African Studies Minor Curriculum|College of Art and Sciences Department of African Studies|Department of African Studies|Full African American and Black Diasporic Studies Curriculum|Full African Studies Curriculum|View African Studies Minor Curriculum|View Full African American and Black Diasporic Studies Curriculum|View Full African Studies Curriculum,,11,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/creighton-university/majors,passed_ctrl_thresh,0,,Africa|African|african,,Black|black-studies,racial,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1
