unitid,name,Web_address,city,state,control,Institutional Classification,Student Access and Earnings Classification,Research Activity Designation,Award Level Focus,Academic Mix,Graduate Academic Program Mix,Size,Campus Setting,Highest Degree Awarded,Community Engagement,Leadership for Public Purpose,best_guess_inventory_url,best_guess_inventory_reason,url_tag,alt_candidate_urls,any_control_found,struct_hits_union,>0_struct_hits_found,program_title_count,program_titles_found,pdf_hits,total_controls_found,controls_sufficiency,status,error_detail,college_vine_site,college_vine_url,college_vine_ctrl_status,college_vine_program_title_count,college_vine_program_titles_found,afri_matches,ethnic_matches,black_matches,race_matches,anthropology,math,linguistics,chem,architect,economics,psychology,sociology,history,english,political_science,philosophy,computer_science,engineering,physics,geology,statistics,neuroscience
232867,New River Community College,www.nr.edu/,Dublin,Virginia,Public,Mixed Associate Medium,"Higher Access, Medium Earnings","Not classified, not in classification universe",Associate,Mixed,N/A,Medium,"Mostly part-time, not residential",Associate,Not Classified,Not Classified,https://www.nr.edu/catalog/,score=140;tier=catalog;hubSig=0;listingLinks=0;slugDiv=0;structHits=1;ctrlStructured=0;canonicalHub=0;flags=,exceptions_seen,https://www.nr.edu/catalog|http://www.nr.edu/catalogsupport|http://www.nr.edu/catalog/|https://www.nr.edu/employees/|https://www.nr.edu/degrees/,1,degrees|majors|programs,1,0,,,13,sufficient majors,ok,,0,https://www.collegevine.com/schools/hub/all/d/new-river-community-college/majors,cv_unresolved,0,,,ethnicity,,race,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
440396,New Saint Andrews College,nsa.edu/,Moscow,Idaho,Private not-for-profit,Special Focus: Arts and Sciences,Not Classified,"Not classified, not in classification universe",Baccalaureate,Special Focus: Arts and Sciences,Professions-focused,Very Small,"Mostly full-time, not residential",Bachelor's,Not Classified,Not Classified,,,,,0,,0,0,,,0,,no_candidates,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366368,New York Academy of Art,nyaa.edu/,New York,New York,Private not-for-profit,"Special Focus: Arts, Music, and Design",Not Classified,"Not classified, not in classification universe",Graduate-focused,"Special Focus: Arts, Music, and Design","Special Focus: Arts, Music, and Design",Very Small,Graduate-focused,Master's,Not Classified,Not Classified,https://nyaa.edu/catalog/2526,score=218;tier=catalog;hubSig=0;listingLinks=0;slugDiv=0;structHits=1;ctrlStructured=2;canonicalHub=0;flags=yearHit,exceptions_seen,https://nyaa.edu/catalogue/2526|https://nyaa.edu/catalogue/20252026|https://nyaa.edu/catalog/20252026|https://nyaa.edu/bulletin/2526|https://nyaa.edu/wp-content/themes/nyaa/pdf/NYAA_Catalog_Reduced.pdf,1,BA|BS|programs,1,0,,,2,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/new-york-academy-of-art/majors,cv_unresolved,0,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
440262,New York Automotive and Diesel Institute,www.nyadi.edu/,Jamaica,New York,Private for-profit,Special Focus: Applied and Career Studies,"Higher Access, Medium Earnings","Not classified, not in classification universe",Associate,Special Focus: Applied and Career Studies,N/A,Small,"Mostly full-time, not residential",Associate,Not Classified,Not Classified,https://www.nyadi.edu/academic-programs/automotive-management-and-support-technology-aos-degree-61-credits/,score=264;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=2;ctrlStructured=1;canonicalHub=0;flags=,exceptions_seen,https://www.nyadi.edu/academic-programs/collision-repair-technology-undergraduate-certificate-program-48-credits/|https://www.nyadi.edu/academic-programs/automotive-support-and-service-technology-aos-degree-45-credits/|https://www.nyadi.edu/sitemap|https://www.nyadi.edu/|https://www.nyadi.edu/,1,degrees|majors|programs,1,1,"Technology, Science & Ingenuity Salute To African American History Month",,2,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/new-york-automotive-and-diesel-institute/majors,cv_unresolved,0,,African,,,race,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
418126,New York College of Health Professions,www.nycollege.edu/,Syosset,New York,Private not-for-profit,Special Focus: Other Health Professions,Not Classified,"Not classified, not in classification universe",Associate/Baccalaureate,Special Focus: Other Health Professions,Special Focus: Other Health Professions,Very Small,"Mostly full-time, not residential",Bachelor's,Not Classified,Not Classified,,,,,0,,0,0,,,0,,no_candidates,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194073,New York College of Podiatric Medicine,www.nycpm.edu/,New York,New York,Private not-for-profit,Special Focus: Other Health Professions,Not Classified,"Not classified, not in classification universe",Graduate-focused,Special Focus: Other Health Professions,Special Focus: Other Health Professions,Very Small,Graduate-focused,Doctorate,Not Classified,Not Classified,,,,,0,,0,0,,,0,,no_candidates,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439783,New York College of Traditional Chinese Medicine,www.nyctcm.edu/,Mineola,New York,Private not-for-profit,Special Focus: Other Health Professions,Not Classified,"Not classified, not in classification universe",Graduate-focused,Special Focus: Other Health Professions,Special Focus: Other Health Professions,Very Small,Graduate-focused,Master's,Not Classified,Not Classified,https://www.nyctcm.edu/programs/,score=438;tier=inventory;hubSig=0;listingLinks=10;slugDiv=6;structHits=3;ctrlStructured=2;canonicalHub=1;flags=,429_rate_limited_seen,https://www.nyctcm.edu/academics/programs/|https://www.nyctcm.edu/programs|https://www.nyctcm.edu/academics/programs|https://www.nyctcm.edu/|https://www.nyctcm.edu/,1,bachelor|degrees|programs,1,0,,,2,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/new-york-college-of-traditional-chinese-medicine/majors,cv_unresolved,0,,,,,race,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
421841,New York Conservatory for Dramatic Arts,www.nycda.edu/,New York,New York,Private for-profit,"Special Focus: Arts, Music, and Design","Higher Access, Lower Earnings","Not classified, not in classification universe",Associate,"Special Focus: Arts, Music, and Design",N/A,Very Small,"Mostly full-time, not residential",Associate,Not Classified,Not Classified,https://www.nycda.edu/programs/,score=430;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=3;ctrlStructured=0;canonicalHub=1;flags=,exceptions_seen,https://www.nycda.edu/academics/programs|https://www.nycda.edu/academics/programs/|https://www.nycda.edu/programs|https://www.nycda.edu/|https://www.nycda.edu/,0,BA|degrees|programs,1,0,,,0,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/new-york-conservatory-for-dramatic-arts/majors,cv_unresolved,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461148,New York Film Academy,www.nyfa.edu/,Burbank,California,Private for-profit,"Special Focus: Arts, Music, and Design","Higher Access, Lower Earnings","Not classified, not in classification universe",Undergraduate/Graduate-Master's,"Special Focus: Arts, Music, and Design","Special Focus: Arts, Music, and Design",Small,"Mostly full-time, not residential",Master's,Not Classified,Not Classified,https://www.nyfa.edu/programs/?areas=documentary,score=434;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=3;ctrlStructured=1;canonicalHub=1;flags=,exceptions_seen,https://www.nyfa.edu/programs/|https://www.nyfa.edu/programs|https://www.nyfa.edu/programs/?areas=game-design|https://www.nyfa.edu/programs/?areas=filmmaking|https://www.nyfa.edu/programs/?areas=digital-editing,1,bachelor|degrees|programs,1,0,,,1,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/new-york-film-academy/majors,cv_unresolved,0,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
194091,New York Institute of Technology,www.nyit.edu/,Old Westbury,New York,Private not-for-profit,Mixed Undergraduate/Graduate-Doctorate Medium,"Opportunity Colleges and Universities-Higher Access, Higher Earnings",Research Colleges and Universities,Undergraduate/Graduate-Doctorate,Mixed,Special Focus: Medical Schools and Centers,Medium,Primarily non-residential,Doctorate,Not Classified,Not Classified,https://www.nyit.edu/majors,score=438;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=3;ctrlStructured=2;canonicalHub=1;flags=,exceptions_seen,https://www.nyit.edu/majors/|https://www.nyit.edu/academics/architecture-and-design/about/academic-programs|https://www.nyit.edu/catalog|https://www.nyit.edu/catalog/|https://www.nyit.edu/academics/academic-success/advising/degree-pathways/dual-degree-programs/,1,BA|BS|bachelor|degrees|minors|programs,1,0,,,7,warning_10_MajorsFound,ok,,1,https://www.collegevine.com/schools/hub/all/d/new-york-institute-of-technology/majors,failed_ctrl_thresh,0,,,,,,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0
193821,New York Law School,www.nyls.edu/,New York,New York,Private not-for-profit,Special Focus: Law,Not Classified,"Not classified, not in classification universe",Graduate-focused,Special Focus: Law,Special Focus: Law,Small,Graduate-focused,Doctorate,Not Classified,Not Classified,https://www.nyls.edu/,score=54;tier=homepage;hubSig=0;listingLinks=0;slugDiv=0;structHits=1;ctrlStructured=1;canonicalHub=0;flags=,403_forbidden_seen,https://www.nyls.edu/,1,programs,1,0,,,1,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/new-york-law-school/majors,cv_unresolved,0,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
