unitid,name,Web_address,city,state,control,Institutional Classification,Student Access and Earnings Classification,Research Activity Designation,Award Level Focus,Academic Mix,Graduate Academic Program Mix,Size,Campus Setting,Highest Degree Awarded,Community Engagement,Leadership for Public Purpose,best_guess_inventory_url,best_guess_inventory_reason,url_tag,alt_candidate_urls,any_control_found,struct_hits_union,>0_struct_hits_found,program_title_count,program_titles_found,pdf_hits,total_controls_found,controls_sufficiency,status,error_detail,college_vine_site,college_vine_url,college_vine_ctrl_status,college_vine_program_title_count,college_vine_program_titles_found,afri_matches,ethnic_matches,black_matches,race_matches,anthropology,math,linguistics,chem,architect,economics,psychology,sociology,history,english,political_science,philosophy,computer_science,engineering,physics,geology,statistics,neuroscience,nces_profile_xlsx_downloaded,nces_profile_xlsx_filename,nces_profile_xlsx_dir,nces_profile_xlsx_parse_ok,nces_profile_xlsx_error,tuition_fees_ug_2024_25,tuition_fees_grad_2024_25,enrollment_total,enrollment_men,enrollment_women,pct_American Indian or Alaska Native,pct_Asian,pct_Black or African American,pct_Hispanic,pct_Native Hawaiian or Other Pacific Islander,pct_White,pct_Two or more races,pct_Race/ethnicity unknown,pct_U.S. Nonresident
126951,Lincoln College of Technology-Denver,www.lincolntech.edu/campus/denver-co,Denver,Colorado,Private for-profit,Special Focus: Applied and Career Studies,"Higher Access, Medium Earnings","Not classified, not in classification universe",Associate,Special Focus: Applied and Career Studies,N/A,Small,"Mostly full-time, not residential",Associate,Not Classified,Not Classified,https://www.lincolntech.edu/academics/programs,score=414;tier=inventory;hubSig=0;listingLinks=1;slugDiv=1;structHits=1;ctrlStructured=1;canonicalHub=1;flags=,exceptions_seen,https://www.lincolntech.edu/programs/|https://www.lincolntech.edu/academics/programs/|https://www.lincolntech.edu/programs|https://www.lincolntech.edu/campus/melrose-park-il/programs|https://www.lincolntech.edu/campus/denver-co/programs,1,programs,1,0,,,1,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/lincoln-college-of-technology-denver/majors,cv_unresolved,0,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,institution-profile-2026-03-06-9-50.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/126951/1772808649870,1,,,,1212,1074,138,2.8,1.9,11.4,38.4,1.3,38.9,4.7,0.6,0.0
226277,Lincoln College of Technology-Grand Prairie,www.lincolntech.edu/campus/grand-prairie-tx,Grand Prairie,Texas,Private for-profit,Special Focus: Applied and Career Studies,"Opportunity Colleges and Universities-Higher Access, Higher Earnings","Not classified, not in classification universe",Associate,Special Focus: Applied and Career Studies,N/A,Small,"Mostly full-time, not residential",Associate,Not Classified,Not Classified,https://www.lincolntech.edu/academics/programs/,score=414;tier=inventory;hubSig=0;listingLinks=1;slugDiv=1;structHits=1;ctrlStructured=1;canonicalHub=1;flags=,exceptions_seen,https://www.lincolntech.edu/programs|https://www.lincolntech.edu/programs/|https://www.lincolntech.edu/academics/programs|https://www.lincolntech.edu/campus/melrose-park-il/programs|https://www.lincolntech.edu/campus/grand-prairie-tx/programs,1,programs,1,0,,,1,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/lincoln-college-of-technology-grand-prairie/majors,cv_unresolved,0,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,institution-profile-2026-03-06-9-50.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/226277/1772808653377,1,,,,1539,1414,125,0.1,1.4,29.0,45.7,0.3,19.5,3.2,0.8,0.0
151661,Lincoln College of Technology-Indianapolis,www.lincolntech.edu/campus/indianapolis-in,Indianapolis,Indiana,Private for-profit,Special Focus: Applied and Career Studies,"Higher Access, Medium Earnings","Not classified, not in classification universe",Associate,Special Focus: Applied and Career Studies,N/A,Small,"Mostly full-time, not residential",Associate,Not Classified,Not Classified,https://www.lincolntech.edu/academics/programs,score=414;tier=inventory;hubSig=0;listingLinks=1;slugDiv=1;structHits=1;ctrlStructured=1;canonicalHub=1;flags=,exceptions_seen,https://www.lincolntech.edu/programs/|https://www.lincolntech.edu/programs|https://www.lincolntech.edu/academics/programs/|https://www.lincolntech.edu/campus/indianapolis-in/programs|https://www.lincolntech.edu/campus/melrose-park-il/programs,1,programs,1,0,,,1,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/lincoln-college-of-technology-indianapolis/majors,cv_unresolved,0,,,,,race,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,institution-profile-2026-03-06-9-50.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/151661/1772808656783,1,,,,1052,868,184,0.0,3.5,33.7,16.5,0.1,40.9,4.9,0.4,0.0
434159,Lincoln College of Technology-Marietta,www.lincolntech.edu/campus/marietta-ga,Marietta,Georgia,Private for-profit,Special Focus: Applied and Career Studies,"Higher Access, Lower Earnings","Not classified, not in classification universe",Associate,Special Focus: Applied and Career Studies,N/A,Small,"Mostly full-time, not residential",Associate,Not Classified,Not Classified,https://www.lincolntech.edu/academics/programs/,score=414;tier=inventory;hubSig=0;listingLinks=1;slugDiv=1;structHits=1;ctrlStructured=1;canonicalHub=1;flags=,exceptions_seen,https://www.lincolntech.edu/academics/programs|https://www.lincolntech.edu/programs|https://www.lincolntech.edu/programs/|https://www.lincolntech.edu/campus/melrose-park-il/programs|https://www.lincolntech.edu/campus/marietta-ga/programs,1,programs,1,0,,,1,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/lincoln-college-of-technology-marietta/majors,cv_unresolved,0,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,institution-profile-2026-03-06-9-51.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/434159/1772808660164,1,,,,538,423,115,0.2,0.9,61.2,23.0,0.0,9.3,4.1,1.3,0.0
146700,Lincoln College of Technology-Melrose Park,www.lincolntech.edu/campus/melrose-park-il,Melrose Park,Illinois,Private for-profit,Special Focus: Applied and Career Studies,"Higher Access, Medium Earnings","Not classified, not in classification universe",Associate,Special Focus: Applied and Career Studies,N/A,Small,"Mostly full-time, not residential",Associate,Not Classified,Not Classified,https://www.lincolntech.edu/academics/programs,score=414;tier=inventory;hubSig=0;listingLinks=1;slugDiv=1;structHits=1;ctrlStructured=1;canonicalHub=1;flags=,exceptions_seen,https://www.lincolntech.edu/programs/|https://www.lincolntech.edu/academics/programs/|https://www.lincolntech.edu/programs|https://www.lincolntech.edu/campus/east-point-ga/programs|https://www.lincolntech.edu/campus/melrose-park-il/programs,1,programs,1,0,,,1,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/lincoln-college-of-technology-melrose-park/majors,cv_unresolved,0,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,institution-profile-2026-03-06-9-51.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/146700/1772808663577,1,,,,1539,1145,394,0.1,1.2,34.3,52.7,0.2,8.0,3.4,0.2,0.0
221148,Lincoln College of Technology-Nashville,www.lincolntech.edu/campus/nashville-tn,Nashville,Tennessee,Private for-profit,Special Focus: Applied and Career Studies,"Higher Access, Medium Earnings","Not classified, not in classification universe",Associate,Special Focus: Applied and Career Studies,N/A,Small,Primarily residential,Associate,Not Classified,Not Classified,https://www.lincolntech.edu/academics/programs/,score=414;tier=inventory;hubSig=0;listingLinks=1;slugDiv=1;structHits=1;ctrlStructured=1;canonicalHub=1;flags=,exceptions_seen,https://www.lincolntech.edu/academics/programs|https://www.lincolntech.edu/programs|https://www.lincolntech.edu/programs/|https://www.lincolntech.edu/campus/melrose-park-il/programs|https://www.lincolntech.edu/campus/nashville-tn/programs,1,programs,1,0,,,1,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/lincoln-college-of-technology-nashville/majors,cv_unresolved,0,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,institution-profile-2026-03-06-9-51.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/221148/1772808666981,1,,,,967,882,85,0.5,0.5,31.9,13.3,0.1,47.3,5.5,0.9,0.0
146685,Lincoln Land Community College,www.llcc.edu/,Springfield,Illinois,Public,Mixed Associate Medium,"Higher Access, Lower Earnings","Not classified, not in classification universe",Associate,Mixed,N/A,Medium,"Mostly part-time, not residential",Associate,Not Classified,Not Classified,https://www.llcc.edu/catalog/,score=278;tier=catalog;hubSig=0;listingLinks=0;slugDiv=0;structHits=3;ctrlStructured=12;canonicalHub=0;flags=yearHit,exceptions_seen,https://www.llcc.edu/catalog|https://www.llcc.edu/earn-transfer-degree|https://www.llcc.edu/explore?program_types%5B0%5D=955|https://www.llcc.edu/info/current-students|https://www.llcc.edu/explore,1,bachelor|degrees|majors|programs,1,0,,,14,sufficient majors,ok,,0,https://www.collegevine.com/schools/hub/all/d/lincoln-land-community-college/majors,cv_unresolved,0,,,,,,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,institution-profile-2026-03-06-9-51.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/146685/1772808670370,1,,,,5677,2239,3438,1.0,2.0,10.3,5.2,0.0,74.8,4.9,1.8,0.0
220631,Lincoln Memorial University,www.lmunet.edu/,Harrogate,Tennessee,Private not-for-profit,Special Focus: Medical Schools and Centers,Not Classified,"Not classified, not in classification universe",Undergraduate/Graduate-Doctorate,Special Focus: Medical Schools and Centers,Special Focus: Medical Schools and Centers,Medium,Graduate-focused,Doctorate,Not Classified,Not Classified,https://www.lmunet.edu/academics/programs,score=506;tier=inventory;hubSig=0;listingLinks=1;slugDiv=1;structHits=7;ctrlStructured=9;canonicalHub=1;flags=,exceptions_seen,https://www.lmunet.edu/academics/programs/|https://www.lmunet.edu/academics/catalogs/index.php|https://www.lmunet.edu/academics/catalogs/dcom/2015-2016 Student Handbook.pdf|https://www.lmunet.edu/academics/catalogs/dcom/DCOM Handbook 2019 2.pdf|https://www.lmunet.edu/academics/catalogs/business/2016-2017 School of Business Catalog - GRAD.pdf,1,BA|BS|bachelor|degrees|majors|minors|programs,1,0,,,9,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/lincoln-memorial-university/majors,cv_unresolved,0,,,,,,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,institution-profile-2026-03-06-9-51.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/220631/1772808673810,1,,26938,22154,6081,1860,4221,0.8,6.8,5.0,6.0,0.2,71.1,0.0,8.0,2.1
213570,Lincoln Technical Institute-Allentown,www.lincolntech.edu/campus/allentown-pa,Allentown,Pennsylvania,Private for-profit,Special Focus: Applied and Career Studies,"Higher Access, Medium Earnings","Not classified, not in classification universe",Associate,Special Focus: Applied and Career Studies,N/A,Small,"Mostly full-time, not residential",Associate,Not Classified,Not Classified,https://www.lincolntech.edu/academics/programs/,score=414;tier=inventory;hubSig=0;listingLinks=1;slugDiv=1;structHits=1;ctrlStructured=1;canonicalHub=1;flags=,exceptions_seen,https://www.lincolntech.edu/programs|https://www.lincolntech.edu/programs/|https://www.lincolntech.edu/academics/programs|https://www.lincolntech.edu/campus/allentown-pa/programs|https://www.lincolntech.edu/campus/melrose-park-il/programs,1,programs,1,0,,,1,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/lincoln-technical-institute-allentown/majors,cv_unresolved,0,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,institution-profile-2026-03-06-9-51.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/213570/1772808677249,1,,,,628,233,395,0.0,1.8,23.6,45.4,0.0,22.8,5.3,1.3,0.0
213589,Lincoln Technical Institute-Philadelphia,www.lincolntech.edu/campus/philadelphia-pa,Philadelphia,Pennsylvania,Private for-profit,Special Focus: Applied and Career Studies,"Higher Access, Medium Earnings","Not classified, not in classification universe",Associate,Special Focus: Applied and Career Studies,N/A,Very Small,"Mostly full-time, not residential",Associate,Not Classified,Not Classified,https://www.lincolntech.edu/programs,score=414;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=1;ctrlStructured=1;canonicalHub=1;flags=,exceptions_seen,https://www.lincolntech.edu/programs/|https://www.lincolntech.edu/academics/programs|https://www.lincolntech.edu/academics/programs/|https://www.lincolntech.edu/campus/melrose-park-il/programs|https://www.lincolntech.edu/campus/levittown-pa/programs,1,programs,1,0,,,1,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/lincoln-technical-institute-philadelphia/majors,cv_unresolved,0,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,institution-profile-2026-03-06-9-51.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/213589/1772808680670,1,,,,345,301,44,0.0,2.6,47.2,28.4,0.0,12.2,6.1,3.5,0.0
