unitid,name,Web_address,city,state,control,Institutional Classification,Student Access and Earnings Classification,Research Activity Designation,Award Level Focus,Academic Mix,Graduate Academic Program Mix,Size,Campus Setting,Highest Degree Awarded,Community Engagement,Leadership for Public Purpose,best_guess_inventory_url,best_guess_inventory_reason,url_tag,alt_candidate_urls,any_control_found,struct_hits_union,>0_struct_hits_found,program_title_count,program_titles_found,pdf_hits,total_controls_found,controls_sufficiency,status,error_detail,college_vine_site,college_vine_url,college_vine_ctrl_status,college_vine_program_title_count,college_vine_program_titles_found,afri_matches,ethnic_matches,black_matches,race_matches,anthropology,math,linguistics,chem,architect,economics,psychology,sociology,history,english,political_science,philosophy,computer_science,engineering,physics,geology,statistics,neuroscience,nces_profile_xlsx_downloaded,nces_profile_xlsx_filename,nces_profile_xlsx_dir,nces_profile_xlsx_parse_ok,nces_profile_xlsx_error,tuition_fees_ug_2024_25,tuition_fees_grad_2024_25,enrollment_total,enrollment_men,enrollment_women,pct_American Indian or Alaska Native,pct_Asian,pct_Black or African American,pct_Hispanic,pct_Native Hawaiian or Other Pacific Islander,pct_White,pct_Two or more races,pct_Race/ethnicity unknown,pct_U.S. Nonresident
241100,American University of Puerto Rico,,Bayamon,Puerto Rico,Private not-for-profit,Professions-focused Baccalaureate Small,Not Classified,"Not classified, not in classification universe",Baccalaureate,Professions-focused,Professions-focused,Very Small,"Mostly full-time, not residential",Bachelor's,Not Classified,Not Classified,,,,,0,,0,0,,,0,,error_missing_web_address,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,institution-profile-2026-03-05-17-13.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/241100/1772748835052,1,,,,,,,,,,,,,,,
241128,American University of Puerto Rico,,Manati,Puerto Rico,Private not-for-profit,Professions-focused Baccalaureate Small,Not Classified,"Not classified, not in classification universe",Baccalaureate,Professions-focused,Professions-focused,Very Small,"Mostly full-time, not residential",Bachelor's,Not Classified,Not Classified,,,,,0,,0,0,,,0,,error_missing_web_address,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,
486415,AMG School of Nursing,amg.edu/,Brooklyn,New York,Private for-profit,Special Focus: Nursing,Not Classified,"Not classified, not in classification universe",Associate,Special Focus: Nursing,N/A,Very Small,"Mostly full-time, not residential",Associate,Not Classified,Not Classified,https://amg.edu/programs,score=410;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=1;ctrlStructured=0;canonicalHub=1;flags=,exceptions_seen,https://www.amg.edu/rn-bridge-program/|https://www.amg.edu/transfer-students/|https://www.amg.edu/lpn-program/|https://www.amg.edu/accreditation/|https://www.amg.edu/wp-content/uploads/2025/09/AMG-College-Student-Handbook.docx-Revised-9-16-25-Final-Version-1.pdf,1,BA|BS|degrees|programs,1,0,,,3,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/amg-school-of-nursing/majors,cv_unresolved,0,,,,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,institution-profile-2026-03-05-17-14.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/486415/1772748842854,1,,,,552,45,507,0.0,2.9,87.0,8.2,0.0,2.0,0.0,0.0,0.0
100690,Amridge University,www.amridgeuniversity.edu/,Montgomery,Alabama,Private not-for-profit,Special Focus: Graduate Studies,Not Classified,"Not classified, not in classification universe",Graduate-focused,Special Focus: Graduate Studies,Professions-focused,Small,Graduate-focused,Master's,Not Classified,Not Classified,https://www.amridgeuniversity.edu/academics/programs/,score=454;tier=inventory;hubSig=0;listingLinks=1;slugDiv=1;structHits=5;ctrlStructured=1;canonicalHub=1;flags=,exceptions_seen,https://www.amridgeuniversity.edu/academics/programs|https://www.amridgeuniversity.edu/programs|https://www.amridgeuniversity.edu/programs/|http://www.amridgeuniversity.edu/academics/programs/|http://www.amridgeuniversity.edu/pdf/Amridge%20University%20Academic%20Catalog%202025-2026.pdf,1,BA|BS|bachelor|degrees|programs,1,0,,,1,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/amridge-university/majors,cv_unresolved,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,institution-profile-2026-03-05-17-14.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/100690/1772748847005,1,,10470,13090,639,273,366,1.6,0.8,56.3,2.7,0.6,36.2,0.0,1.9,0.0
483595,Ana G. Mendez University,www.agmu.edu/,Orlando,Florida,Private not-for-profit,Professions-focused Undergraduate/Graduate-Master's Large/Medium,Not Classified,"Not classified, not in classification universe",Undergraduate/Graduate-Master's,Professions-focused,Special Focus: Business,Medium,Online and on-campus learning,Master's,Not Classified,Not Classified,https://www.agmu.edu/en/divisions?field_division_academica_target_id=1&field_grado_de_estudio_target_id=All&field_modalidad_target_id=All&field_recinto_o_centro_target_id=All&title=,score=252;tier=other;hubSig=2;listingLinks=20;slugDiv=10;structHits=3;ctrlStructured=3;canonicalHub=0;flags=,exceptions_seen,https://www.agmu.edu/en/divisions?field_division_academica_target_id=2&field_grado_de_estudio_target_id=All&field_modalidad_target_id=All&field_recinto_o_centro_target_id=All&title=|https://www.agmu.edu/en/divisions?field_division_academica_target_id=5&field_grado_de_estudio_target_id=All&field_modalidad_target_id=All&field_recinto_o_centro_target_id=All&title=|https://www.agmu.edu/en/divisions?field_division_academica_target_id=3&field_grado_de_estudio_target_id=All&field_modalidad_target_id=All&field_recinto_o_centro_target_id=All&title=|https://www.agmu.edu/es/catalogos|https://www.agmu.edu/en/academic-level,1,bachelor|degrees|programs,1,0,,,3,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/ana-g-mendez-university/majors,cv_unresolved,0,,,,,,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,institution-profile-2026-03-05-17-14.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/483595/1772748850487,1,,13575,10455,8378,2115,6263,0.0,0.0,0.2,86.5,0.0,0.4,0.2,11.8,0.8
151865,Anabaptist Mennonite Biblical Seminary,www.ambs.edu/,Elkhart,Indiana,Private not-for-profit,Special Focus: Theological Studies,Not Classified,"Not classified, not in classification universe",Graduate-focused,Special Focus:  Theological Studies,Special Focus:  Theological Studies,Very Small,Graduate-focused,Master's,Not Classified,Not Classified,https://www.ambs.edu/academics/programs/,score=420;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=2;ctrlStructured=0;canonicalHub=1;flags=,exceptions_seen,https://www.ambs.edu/academics/programs|https://www.ambs.edu/admissions|https://www.ambs.edu/privacy-policy|https://www.ambs.edu/give/|https://www.ambs.edu/give/ways-to-donate/,1,BA|BS|degrees|majors|minors|programs,1,0,,,1,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/anabaptist-mennonite-biblical-seminary/majors,cv_unresolved,0,,,ethnic|ethnicities,,race,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,institution-profile-2026-03-05-17-14.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/151865/1772748853884,1,,,16497,145,88,57,0.0,2.8,3.4,6.9,0.0,39.3,1.4,0.0,46.2
150066,Anderson University,anderson.edu/,Anderson,Indiana,Private not-for-profit,Professions-focused Baccalaureate Small,"Higher Access, Medium Earnings","Not classified, not in classification universe",Baccalaureate,Professions-focused,Special Focus: Business,Small,Residential,Master's,Classified,Not Classified,https://anderson.edu/academics/majors,score=475;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=4;ctrlStructured=0;canonicalHub=1;flags=,exceptions_seen,https://anderson.edu/academics/majors/|https://anderson.edu/majors|https://anderson.edu/undergraduate/majors|https://anderson.edu/undergraduate/majors/|https://anderson.edu/academics/majors/academics/pre-health-professional-program/,0,bachelor|degrees|majors|minors|programs,1,0,,,0,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/anderson-university/majors,cv_unresolved,0,,Africa,ethnic,,race,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,institution-profile-2026-03-05-17-14.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/150066/1772748856976,1,,37240,11028,1228,639,589,0.1,1.3,10.5,6.0,0.0,70.5,6.8,1.7,3.0
217633,Anderson University,www.andersonuniversity.edu/,Anderson,South Carolina,Private not-for-profit,Professions-focused Undergraduate/Graduate-Doctorate Medium,"Lower Access, Medium Earnings","Not classified, not in classification universe",Undergraduate/Graduate-Doctorate,Professions-focused,Professions-focused,Medium,Highly residential,Doctorate,Not Classified,Not Classified,https://www.andersonuniversity.edu/programs/,score=468;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=6;ctrlStructured=2;canonicalHub=1;flags=,429_rate_limited_seen,https://www.andersonuniversity.edu/academics/programs|https://www.andersonuniversity.edu/programs|https://www.andersonuniversity.edu/academics/programs/|https://www.andersonuniversity.edu/academics/|https://www.andersonuniversity.edu/news,1,BA|BS|bachelor|degrees|majors|minors|programs,1,0,,,3,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/anderson-university/majors,cv_unresolved,0,,,ethnic,Blackbaud,race,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,institution-profile-2026-03-05-17-14.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/217633/1772748860393,1,,34970,13759,4710,1955,2755,0.1,2.0,8.3,4.9,0.0,74.2,1.7,8.7,0.0
138761,Andrew College,www.andrewcollege.edu/,Cuthbert,Georgia,Private not-for-profit,Professions-focused Associate Small,"Opportunity Colleges and Universities-Higher Access, Higher Earnings","Not classified, not in classification universe",Associate,Professions-focused,N/A,Very Small,Residential,Bachelor's,Not Classified,Not Classified,https://www.andrewcollege.edu/programs/,score=464;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=6;ctrlStructured=1;canonicalHub=1;flags=,exceptions_seen,https://www.andrewcollege.edu/academics/programs/|https://www.andrewcollege.edu/academics/programs|https://www.andrewcollege.edu/programs|https://www.andrewcollege.edu/academics/programs-of-study/|https://www.andrewcollege.edu/college-catalog/2526,1,BA|BS|bachelor|degrees|majors|programs,1,0,,,1,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/andrew-college/majors,cv_unresolved,0,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,institution-profile-2026-03-05-17-14.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/138761/1772748863825,1,,19604,,496,291,205,1.0,0.2,51.6,8.1,0.4,28.6,0.2,8.5,1.4
168740,Andrews University,www.andrews.edu/,Berrien Springs,Michigan,Private not-for-profit,Mixed Undergraduate/Graduate-Doctorate Medium,"Higher Access, Medium Earnings","Not classified, not in classification universe",Undergraduate/Graduate-Doctorate,Mixed,Professions-focused,Medium,Residential,Doctorate,Not Classified,Not Classified,https://www.andrews.edu/undergrad/academics,score=559;tier=other;hubSig=5;listingLinks=545;slugDiv=43;structHits=5;ctrlStructured=11;canonicalHub=0;flags=,exceptions_seen,https://www.andrews.edu/undergrad/academics/|https://www.andrews.edu/ceis/sed/programs/index.html|https://www.andrews.edu/undergraduate/majors|https://www.andrews.edu/undergraduate/majors/|https://www.andrews.edu/chhs/publichealth/programs/mha/,1,BA|BS|bachelor|degrees|majors|programs,1,0,,,12,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/andrews-university/majors,passed_ctrl_thresh,0,,,,,,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,institution-profile-2026-03-05-17-14.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/168740/1772748867253,1,,35056,29156,2940,1624,1316,0.3,9.4,18.9,20.2,0.6,21.9,3.2,1.9,23.5
