unitid,bucket,canonical_title,sources,program_conf_max,has_both_sources,program_conf_final
209542,ethnic,Ethnic Studies Graduate Minor Minor College of Liberal Arts Graduate Corvallis MAIS,crawl,90,False,90
209542,ethnic,Ethnic Studies Minor Minor College of Liberal Arts Undergraduate Corvallis,crawl,90,False,90
209542,ethnic,Ethnic Studies Undergraduate,crawl,100,False,100
209542,ethnic,"Ethnic Studies Undergraduate Major (BA, BS, HBA, HBS) Major College of Liberal Arts Undergraduate Corvallis BA, HBA BS, HBS",crawl,100,False,100
209551,african,African studies,crawl,90,False,90
209551,black,Black studies,crawl,90,False,90
209551,ethnic,Ethnic Studies,cv,100,False,100
209551,ethnic,Ethnic studies,crawl,90,False,90
209807,black,African-American/Black Studies,cv,100,False,100
209807,black,Black Studies,crawl,90,False,90
210401,ethnic,Ethnic Studies,cv,100,False,100
211273,africana,Africana Studies,crawl,90,False,90
211273,mena,Middle Eastern and North African Studies,crawl,70,False,70
211291,african,African Studies,crawl,100,False,100
211291,black,Critical Black Studies,crawl,90,False,90
211291,ethnic,Race and Ethnicity Studies,crawl,70,False,70
212009,african,African Studies,cv,100,False,100
212009,africana,Africana Studies,crawl,90,False,90
212577,african,African Studies,cv,100,False,100
212577,africana,Africana Studies,crawl,90,False,90
212577,minority,"Ethnic, Cultural Minority, and Gender Studies, Other",cv,100,False,100
212674,africana,Africana Studies,crawl,90,False,90
212674,black,African-American/Black Studies,cv,100,False,100
212911,africana,Africana Studies,crawl,100,False,100
213385,african,African Studies,cv,100,False,100
213543,african,African Studies,cv,100,False,100
213543,africana,Africana Studies,crawl,90,False,90
214175,african,African Studies,cv,100,False,100
214175,black,African-American/Black Studies,cv,100,False,100
214175,minority,"Ethnic, Cultural Minority, and Gender Studies, Other",cv,100,False,100
215062,african,African Studies,cv,100,False,100
215062,black,African-American/Black Studies,cv,100,False,100
215293,black,African-American/Black Studies,cv,100,False,100
215293,minority,"Ethnic, Cultural Minority, and Gender Studies, Other",cv,100,False,100
216287,african,African Studies,cv,100,False,100
216287,africana,Bryn Mawr College Africana Studies,crawl,90,False,90
216287,africana,Haverford College Africana Studies,crawl,90,False,90
216287,africana,University of Pennsylvania Africana Studies,crawl,90,False,90
216287,black,African-American/Black Studies,cv,100,False,100
216287,black,Black Studies,crawl,90,False,90
216287,black,What Can I Do with a Black Studies,crawl,90,False,90
216287,minority,"Ethnic, Cultural Minority, and Gender Studies, Other",cv,100,False,100
216339,black,African-American/Black Studies,cv,100,False,100
216339,black,Africology and African American Studies,crawl,70,False,70
216524,black,Africana Studies,crawl,100,False,100
216764,black,African American Studies,crawl,70,False,70
216764,black,Minor in African American Studies,crawl,100,False,100
216764,black,Minor in African/​African American Literature,crawl,70,False,70
216764,ethnic,Minor in Ethnic Studies,crawl,100,False,100
217156,african,African Studies,cv,100,False,100
217156,africana,Africana Studies,crawl,90,False,90
217156,ethnic,Ethnic Studies,crawl|cv,100,True,100
217420,africana,Africana Studies,crawl,100,False,100
217420,africana,Jalisa Torres: From Africana Studies Major to Housing Advocate,crawl,90,False,90
217420,africana,Minor in Africana Studies,crawl,100,False,100
217420,black,African-American/Black Studies,cv,100,False,100
217484,africana,"Africana Studies, B.A.",crawl,70,False,70
217864,black,Minor in African American Studies,crawl,100,False,100
217882,black,African-American/Black Studies,cv,100,False,100
218964,black,African-American Studies,crawl,70,False,70
218973,black,African and African American Studies,crawl,100,False,100
218973,mena,Middle Eastern and North African Studies,crawl,100,False,100
220075,black,Black American Studies,crawl,70,False,70
221351,africana,Africana Studies,crawl,90,False,90
221351,africana,Major in Africana Studies,crawl,100,False,100
221351,africana,Minor in Africana Studies,crawl,100,False,100
221351,black,African-American/Black Studies,cv,100,False,100
221351,minority,"Ethnic, Cultural Minority, and Gender Studies, Other",cv,100,False,100
221519,black,African and African American Studies,crawl,100,False,100
221999,black,African-American and Diaspora Studies,crawl,70,False,70
221999,black,African-American/Black Studies,cv,100,False,100
225511,black,African American Studies,crawl,70,False,70
225511,minority,"Ethnic, Cultural Minority, and Gender Studies, Other",cv,100,False,100
228723,africana,AFST -​ Africana Studies,crawl,90,False,90
228778,african,African and African Diaspora Studies,crawl,70,False,70
228778,ethnic,Ethnic Studies,crawl,90,False,90
228981,ethnic,Ethnic studies,crawl,90,False,90
231624,africana,Africana Studies,crawl,90,False,90
231624,africana,Africana Studies Program fund,crawl,90,False,90
231624,africana,Contact Africana Studies,crawl,90,False,90
231624,africana,Major in Africana Studies,crawl,100,False,100
231624,africana,Minor in Africana Studies,crawl,100,False,100
231624,africana,Support Africana Studies,crawl,90,False,90
232982,black,African American and African Studies,crawl,100,False,100
232982,black,African-American/Black Studies,cv,100,False,100
233921,ethnic,Ethnic Studies,crawl,100,False,100
234030,black,African-American/Black Studies,cv,100,False,100
234076,black,African American and African Studies,crawl,100,False,100
234076,black,African-American/Black Studies,cv,100,False,100
234207,africana,Africana Studies,crawl,90,False,90
235097,africana,Africana Studies,crawl,90,False,90
235097,africana,BA-Interdisciplinary Studies: Africana Studies,crawl,100,False,100
235097,africana,Minor-Africana Studies,crawl,100,False,100
235097,ethnic,Ethnic Studies,cv,100,False,100
236595,black,African and African American Studies,crawl,100,False,100
236939,minority,"Ethnic, Cultural Minority, and Gender Studies, Other",cv,100,False,100
237011,ethnic,Ethnic Studies,crawl,90,False,90
237057,ethnic,"Indigeneity, Race and Ethnicity Studies",crawl,70,False,70
237057,minority,"Ethnic, Cultural Minority, and Gender Studies, Other",cv,100,False,100
239017,ethnic,Ethnic Studies,crawl,90,False,90
239017,minority,"Ethnic, Cultural Minority, and Gender Studies, Other",cv,100,False,100
240189,black,African American Studies,crawl,70,False,70
240189,race,Race and Ethnic Studies,crawl,100,False,100
240329,race,"Race, Gender and Sexuality Studies",crawl,70,False,70
240374,ethnic,Ethnic Studies,crawl,90,False,90
240444,african,African Studies,crawl,90,False,90
240444,black,Afro-American Studies,crawl,70,False,70
240453,african,African and African Diaspora Studies,crawl,70,False,70
240453,african,"African and African Diaspora Studies Major , Minor , Master's , Doctoral",crawl,70,False,70
240453,african,"African and African Diaspora Studies, BA Undergraduate Major Letters and Science",crawl,100,False,100
240453,african,"African and African Diaspora Studies, Minor Undergraduate Letters and Science",crawl,70,False,70
240453,black,African-American/Black Studies,cv,100,False,100
240453,ethnic,Comparative Ethnic Studies,crawl,90,False,90
240453,ethnic,Comparative Ethnic Studies Certificate,crawl,90,False,90
240453,ethnic,Ethnic Studies,crawl,100,False,100
240453,mena,Middle Eastern and North African Studies,crawl,100,False,100
240453,race,Racial and Social Justice in Education Certificate,crawl,70,False,70
240727,black,African-American/Black Studies,cv,100,False,100
243744,african,African Studies,crawl,90,False,90
243744,black,African and African American Studies,crawl,100,False,100
243744,black,African-American/Black Studies,cv,100,False,100
243744,minority,"Ethnic, Cultural Minority, and Gender Studies, Other",cv,100,False,100
486840,african,African Studies,cv,100,False,100
